user_id,question_id,correct,elapsed_time,knowledge_tag
2,149,1,57,algebra_basics
3,150,0,54,algebra_basics
3,151,0,70,algebra_basics
3,152,0,64,algebra_basics
3,153,0,49,algebra_basics
3,154,0,137,algebra_basics
3,155,0,68,algebra_basics
3,156,1,62,algebra_basics
3,157,0,59,algebra_basics
3,158,1,51,algebra_basics
3,159,1,65,algebra_basics
3,160,1,90,algebra_basics
3,161,1,71,algebra_basics
3,162,1,68,algebra_basics
3,163,1,60,algebra_basics
3,164,1,82,algebra_basics
3,165,0,108,linear_equations
3,166,1,53,algebra_basics
3,167,1,48,algebra_basics
3,168,1,49,algebra_basics
3,169,0,60,linear_equations
3,170,1,93,algebra_basics
3,171,1,48,algebra_basics
3,172,0,79,linear_equations
3,173,0,72,linear_equations
3,174,1,107,linear_equations
3,175,0,85,linear_equations
3,176,0,83,linear_equations
3,177,1,49,algebra_basics
3,178,1,120,linear_equations
3,179,1,67,linear_equations
3,180,1,78,algebra_basics
3,181,1,74,algebra_basics
3,182,1,80,algebra_basics
3,183,0,98,linear_equations
3,184,1,98,linear_equations
3,185,1,216,linear_equations
3,186,1,198,linear_equations
3,187,1,60,linear_equations
3,188,0,113,quadratic_equations
3,189,1,73,linear_equations
3,190,1,69,linear_equations
3,191,0,143,quadratic_equations
3,192,1,83,algebra_basics
3,193,1,107,quadratic_equations
3,194,1,53,algebra_basics
3,195,1,68,algebra_basics
3,196,1,57,algebra_basics
3,197,1,60,algebra_basics
3,198,1,90,linear_equations
3,199,1,87,algebra_basics
4,200,0,83,algebra_basics
4,201,0,61,algebra_basics
4,202,0,71,algebra_basics
4,203,0,62,algebra_basics
4,204,0,69,algebra_basics
4,205,1,61,algebra_basics
4,206,1,94,algebra_basics
4,207,1,110,algebra_basics
4,208,0,161,algebra_basics
4,209,1,73,algebra_basics
4,210,1,114,algebra_basics
4,211,1,53,algebra_basics
4,212,0,66,linear_equations
4,213,1,63,algebra_basics
4,214,1,97,linear_equations
4,215,0,68,linear_equations
4,216,1,58,algebra_basics
4,217,0,113,linear_equations
4,218,0,70,linear_equations
4,219,1,93,algebra_basics
4,220,1,63,algebra_basics
4,221,1,66,algebra_basics
4,222,1,243,algebra_basics
4,223,1,72,algebra_basics
4,224,1,98,algebra_basics
4,225,1,55,algebra_basics
4,226,0,161,linear_equations
4,227,1,66,algebra_basics
4,228,1,59,algebra_basics
4,229,1,52,algebra_basics
4,230,1,80,algebra_basics
4,231,1,93,algebra_basics
4,232,0,74,linear_equations
4,233,1,84,algebra_basics
4,234,1,68,algebra_basics
4,235,0,61,linear_equations
4,236,1,53,algebra_basics
4,237,1,64,algebra_basics
4,238,1,92,linear_equations
4,239,1,71,algebra_basics
4,240,1,85,algebra_basics
4,241,1,101,algebra_basics
4,242,0,84,linear_equations
4,243,1,51,algebra_basics
4,244,1,99,linear_equations
4,245,1,124,linear_equations
4,246,1,88,linear_equations
4,247,1,60,algebra_basics
4,248,1,51,algebra_basics
4,249,0,88,linear_equations
5,250,0,62,algebra_basics
5,251,1,50,algebra_basics
5,252,1,71,algebra_basics
5,253,1,85,algebra_basics
5,254,1,54,algebra_basics
5,255,1,86,algebra_basics
5,256,1,65,algebra_basics
5,257,1,88,linear_equations
5,258,0,188,linear_equations
5,259,1,48,algebra_basics
5,260,1,53,algebra_basics
5,261,0,75,linear_equations
5,262,1,65,algebra_basics
5,263,0,82,linear_equations
5,264,1,57,algebra_basics
5,265,1,64,algebra_basics
5,266,1,53,algebra_basics
5,267,0,71,linear_equations
5,268,1,55,algebra_basics
5,269,0,92,linear_equations
5,270,1,55,algebra_basics
5,271,1,125,linear_equations
5,272,0,60,linear_equations
5,273,0,63,linear_equations
5,274,1,94,algebra_basics
5,275,1,71,algebra_basics
5,276,1,64,linear_equations
5,277,1,79,linear_equations
5,278,1,56,algebra_basics
5,279,1,138,linear_equations
5,280,1,77,algebra_basics
5,281,1,116,algebra_basics
5,282,1,94,algebra_basics
5,283,0,68,linear_equations
5,284,1,89,algebra_basics
5,285,1,60,algebra_basics
5,286,1,73,linear_equations
5,287,0,85,quadratic_equations
5,288,1,49,algebra_basics
5,289,1,48,algebra_basics
5,290,1,58,algebra_basics
5,291,1,61,linear_equations
5,292,0,74,quadratic_equations
5,293,1,63,algebra_basics
5,294,1,74,algebra_basics
5,295,1,83,linear_equations
5,296,0,101,quadratic_equations
5,297,1,67,linear_equations
5,298,1,80,linear_equations
5,299,1,78,algebra_basics
6,300,1,67,algebra_basics
6,301,0,55,algebra_basics
6,302,1,80,algebra_basics
6,303,0,87,algebra_basics
6,304,0,74,algebra_basics
6,305,1,79,algebra_basics
6,306,1,58,algebra_basics
6,307,1,120,algebra_basics
6,308,1,77,algebra_basics
6,309,1,62,algebra_basics
6,310,0,83,linear_equations
6,311,1,74,algebra_basics
6,312,0,78,linear_equations
6,313,1,66,algebra_basics
6,314,1,76,linear_equations
6,315,0,156,linear_equations
6,316,0,78,linear_equations
6,317,1,89,algebra_basics
6,318,1,97,linear_equations
6,319,1,98,algebra_basics
6,320,1,78,algebra_basics
6,321,1,82,algebra_basics
6,322,1,71,algebra_basics
6,323,1,98,linear_equations
6,324,0,66,linear_equations
6,325,0,61,linear_equations
6,326,1,86,linear_equations
6,327,1,58,algebra_basics
6,328,1,71,algebra_basics
6,329,1,63,algebra_basics
6,330,0,101,linear_equations
6,331,1,82,linear_equations
6,332,1,75,linear_equations
6,333,0,98,quadratic_equations
6,334,1,63,algebra_basics
6,335,0,81,quadratic_equations
6,336,1,62,linear_equations
6,337,0,79,quadratic_equations
6,338,1,53,algebra_basics
6,339,0,77,quadratic_equations
6,340,1,157,quadratic_equations
6,341,1,94,algebra_basics
6,342,1,72,algebra_basics
6,343,1,49,algebra_basics
6,344,0,155,quadratic_equations
6,345,1,112,quadratic_equations
6,346,1,57,algebra_basics
6,347,1,116,linear_equations
6,348,1,70,algebra_basics
6,349,0,75,quadratic_equations
7,350,0,127,algebra_basics
7,351,0,78,algebra_basics
7,352,0,92,algebra_basics
7,353,0,56,algebra_basics
7,354,0,71,algebra_basics
7,355,0,64,algebra_basics
7,356,1,69,algebra_basics
7,357,0,130,algebra_basics
7,358,1,52,algebra_basics
7,359,1,72,algebra_basics
7,360,0,125,algebra_basics
7,361,1,48,algebra_basics
7,362,1,55,algebra_basics
7,363,1,64,algebra_basics
7,364,1,115,algebra_basics
7,365,1,66,algebra_basics
7,366,1,80,algebra_basics
7,367,0,83,linear_equations
7,368,1,118,algebra_basics
7,369,1,66,algebra_basics
7,370,0,66,linear_equations
7,371,1,86,algebra_basics
7,372,1,52,algebra_basics
7,373,1,70,algebra_basics
7,374,0,118,linear_equations
7,375,1,79,algebra_basics
7,376,1,50,algebra_basics
7,377,1,104,linear_equations
7,378,1,72,algebra_basics
7,379,1,138,algebra_basics
7,380,0,72,linear_equations
7,381,1,48,algebra_basics
7,382,0,91,linear_equations
7,383,1,54,algebra_basics
7,384,0,66,linear_equations
7,385,0,134,linear_equations
7,386,0,131,linear_equations
7,387,1,112,linear_equations
7,388,1,48,algebra_basics
7,389,1,85,algebra_basics
7,390,1,77,algebra_basics
7,391,1,64,linear_equations
7,392,0,60,linear_equations
7,393,1,60,algebra_basics
7,394,1,63,algebra_basics
7,395,1,102,algebra_basics
7,396,1,79,linear_equations
7,397,1,109,linear_equations
7,398,1,84,algebra_basics
7,399,1,83,algebra_basics
8,400,0,68,algebra_basics
8,401,0,53,algebra_basics
8,402,1,62,algebra_basics
8,403,1,71,algebra_basics
8,404,1,54,algebra_basics
8,405,1,108,algebra_basics
8,406,1,72,algebra_basics
8,407,1,78,algebra_basics
8,408,0,78,linear_equations
8,409,1,53,algebra_basics
8,410,1,67,algebra_basics
8,411,1,116,algebra_basics
8,412,1,50,algebra_basics
8,413,0,127,linear_equations
8,414,1,69,linear_equations
8,415,1,76,linear_equations
8,416,1,87,algebra_basics
8,417,1,70,algebra_basics
8,418,1,65,linear_equations
8,419,0,104,linear_equations
8,420,1,105,algebra_basics
8,421,1,62,algebra_basics
8,422,1,48,algebra_basics
8,423,1,59,algebra_basics
8,424,0,71,linear_equations
8,425,1,92,algebra_basics
8,426,1,74,linear_equations
8,427,1,64,algebra_basics
8,428,1,124,algebra_basics
8,429,1,85,linear_equations
8,430,1,154,algebra_basics
8,431,1,61,linear_equations
8,432,0,80,quadratic_equations
8,433,0,74,quadratic_equations
8,434,1,58,algebra_basics
8,435,0,128,quadratic_equations
8,436,0,75,quadratic_equations
8,437,0,79,quadratic_equations
8,438,1,61,linear_equations
8,439,1,85,linear_equations
8,440,1,57,algebra_basics
8,441,0,85,quadratic_equations
8,442,0,98,quadratic_equations
8,443,1,83,linear_equations
8,444,1,55,algebra_basics
8,445,1,142,linear_equations
8,446,0,110,quadratic_equations
8,447,0,103,quadratic_equations
8,448,1,108,linear_equations
8,449,0,77,quadratic_equations
9,450,1,56,algebra_basics
9,451,1,63,algebra_basics
9,452,1,67,algebra_basics
9,453,0,50,algebra_basics
9,454,1,76,algebra_basics
9,455,1,52,algebra_basics
9,456,1,89,algebra_basics
9,457,1,67,algebra_basics
9,458,1,51,algebra_basics
9,459,1,49,algebra_basics
9,460,1,51,algebra_basics
9,461,1,60,algebra_basics
9,462,1,60,algebra_basics
9,463,1,93,algebra_basics
9,464,1,74,linear_equations
9,465,0,92,linear_equations
9,466,1,80,algebra_basics
9,467,1,64,linear_equations
9,468,1,67,linear_equations
9,469,1,76,linear_equations
9,470,1,67,algebra_basics
9,471,1,68,algebra_basics
9,472,1,79,algebra_basics
9,473,0,94,linear_equations
9,474,1,164,linear_equations
9,475,1,83,algebra_basics
9,476,0,94,linear_equations
9,477,1,77,algebra_basics
9,478,1,60,algebra_basics
9,479,1,100,linear_equations
9,480,0,145,quadratic_equations
9,481,0,93,quadratic_equations
9,482,1,71,algebra_basics
9,483,0,84,quadratic_equations
9,484,0,92,quadratic_equations
9,485,1,121,algebra_basics
9,486,1,117,linear_equations
9,487,1,116,linear_equations
9,488,1,69,linear_equations
9,489,0,87,quadratic_equations
9,490,1,80,linear_equations
9,491,1,48,algebra_basics
9,492,0,92,quadratic_equations
9,493,1,68,linear_equations
9,494,1,77,quadratic_equations
9,495,1,104,linear_equations
9,496,1,82,linear_equations
9,497,0,75,quadratic_equations
9,498,1,81,linear_equations
9,499,1,84,linear_equations
10,500,1,210,algebra_basics
10,501,1,117,algebra_basics
10,502,1,63,algebra_basics
10,503,0,58,algebra_basics
10,504,1,118,algebra_basics
10,505,1,61,algebra_basics
10,506,1,65,algebra_basics
10,507,0,138,linear_equations
10,508,1,100,algebra_basics
10,509,0,76,linear_equations
10,510,0,64,linear_equations
10,511,0,72,linear_equations
10,512,1,70,algebra_basics
10,513,0,85,linear_equations
10,514,1,78,algebra_basics
10,515,1,65,linear_equations
10,516,1,60,linear_equations
10,517,1,54,algebra_basics
10,518,0,131,linear_equations
10,519,0,76,linear_equations
10,520,1,48,algebra_basics
10,521,0,64,linear_equations
10,522,0,105,linear_equations
10,523,1,63,linear_equations
10,524,1,72,linear_equations
10,525,1,88,linear_equations
10,526,1,79,linear_equations
10,527,0,257,quadratic_equations
10,528,1,50,algebra_basics
10,529,1,69,linear_equations
10,530,0,106,quadratic_equations
10,531,1,62,linear_equations
10,532,1,51,algebra_basics
10,533,0,78,quadratic_equations
10,534,1,51,algebra_basics
10,535,1,97,algebra_basics
10,536,1,52,algebra_basics
10,537,0,112,quadratic_equations
10,538,0,81,quadratic_equations
10,539,0,96,quadratic_equations
10,540,1,73,algebra_basics
10,541,1,62,linear_equations
10,542,1,79,linear_equations
10,543,0,110,quadratic_equations
10,544,0,75,quadratic_equations
10,545,0,76,quadratic_equations
10,546,0,123,quadratic_equations
10,547,0,87,quadratic_equations
10,548,1,84,linear_equations
10,549,0,171,quadratic_equations
11,550,0,56,algebra_basics
11,551,0,72,algebra_basics
11,552,0,62,algebra_basics
11,553,0,56,algebra_basics
11,554,0,60,algebra_basics
11,555,0,116,algebra_basics
11,556,0,66,algebra_basics
11,557,1,72,algebra_basics
11,558,0,49,algebra_basics
11,559,1,172,algebra_basics
11,560,1,103,algebra_basics
11,561,1,58,algebra_basics
11,562,1,60,algebra_basics
11,563,1,71,algebra_basics
11,564,0,65,linear_equations
11,565,0,79,linear_equations
11,566,0,131,linear_equations
11,567,1,138,algebra_basics
11,568,0,61,linear_equations
11,569,1,111,algebra_basics
11,570,0,90,linear_equations
11,571,0,77,linear_equations
11,572,1,64,algebra_basics
11,573,1,82,algebra_basics
11,574,1,66,algebra_basics
11,575,0,84,linear_equations
11,576,1,48,algebra_basics
11,577,0,101,linear_equations
11,578,1,62,algebra_basics
11,579,0,103,linear_equations
11,580,1,48,algebra_basics
11,581,1,61,linear_equations
11,582,0,133,linear_equations
11,583,1,64,algebra_basics
11,584,1,68,algebra_basics
11,585,0,63,linear_equations
11,586,1,64,linear_equations
11,587,1,64,algebra_basics
11,588,1,62,algebra_basics
11,589,0,60,linear_equations
11,590,0,93,linear_equations
11,591,1,62,linear_equations
11,592,1,114,algebra_basics
11,593,1,65,linear_equations
11,594,0,68,linear_equations
11,595,1,73,algebra_basics
11,596,0,182,linear_equations
11,597,1,89,linear_equations
11,598,1,78,algebra_basics
11,599,1,85,algebra_basics
12,600,0,68,algebra_basics
12,601,0,71,algebra_basics
12,602,0,66,algebra_basics
12,603,0,51,algebra_basics
12,604,1,70,algebra_basics
12,605,1,75,algebra_basics
12,606,0,54,algebra_basics
12,607,1,61,algebra_basics
12,608,1,61,algebra_basics
12,609,1,48,algebra_basics
12,610,1,57,algebra_basics
12,611,0,102,linear_equations
12,612,1,139,algebra_basics
12,613,0,64,linear_equations
12,614,1,55,algebra_basics
12,615,0,100,linear_equations
12,616,1,97,algebra_basics
12,617,1,171,algebra_basics
12,618,1,69,algebra_basics
12,619,1,152,algebra_basics
12,620,1,50,algebra_basics
12,621,1,76,algebra_basics
12,622,1,56,algebra_basics
12,623,1,83,algebra_basics
12,624,1,52,algebra_basics
12,625,0,117,linear_equations
12,626,1,65,algebra_basics
12,627,1,59,algebra_basics
12,628,1,152,algebra_basics
12,629,1,70,algebra_basics
12,630,1,61,algebra_basics
12,631,1,86,algebra_basics
12,632,0,68,linear_equations
12,633,1,48,algebra_basics
12,634,0,88,linear_equations
12,635,0,68,linear_equations
12,636,1,102,algebra_basics
12,637,0,105,linear_equations
12,638,0,85,linear_equations
12,639,1,48,algebra_basics
12,640,0,62,linear_equations
12,641,0,80,linear_equations
12,642,1,52,algebra_basics
12,643,0,91,linear_equations
12,644,0,71,linear_equations
12,645,0,117,linear_equations
12,646,0,61,linear_equations
12,647,1,123,algebra_basics
12,648,1,62,algebra_basics
12,649,1,54,algebra_basics
13,650,0,51,algebra_basics
13,651,0,53,algebra_basics
13,652,0,48,algebra_basics
13,653,0,62,algebra_basics
13,654,0,111,algebra_basics
13,655,0,113,algebra_basics
13,656,0,86,algebra_basics
13,657,0,60,algebra_basics
13,658,0,56,algebra_basics
13,659,1,78,algebra_basics
13,660,0,69,algebra_basics
13,661,1,152,algebra_basics
13,662,1,98,algebra_basics
13,663,1,52,algebra_basics
13,664,1,52,algebra_basics
13,665,1,127,algebra_basics
13,666,1,51,algebra_basics
13,667,0,134,linear_equations
13,668,1,69,linear_equations
13,669,1,89,linear_equations
13,670,1,78,linear_equations
13,671,1,62,algebra_basics
13,672,1,53,algebra_basics
13,673,1,62,algebra_basics
13,674,1,50,algebra_basics
13,675,0,67,linear_equations
13,676,1,71,algebra_basics
13,677,1,71,algebra_basics
13,678,1,88,algebra_basics
13,679,1,67,linear_equations
13,680,1,51,algebra_basics
13,681,0,73,linear_equations
13,682,1,50,algebra_basics
13,683,1,67,algebra_basics
13,684,1,152,linear_equations
13,685,1,54,algebra_basics
13,686,1,52,algebra_basics
13,687,1,120,linear_equations
13,688,1,94,linear_equations
13,689,0,158,quadratic_equations
13,690,1,63,linear_equations
13,691,1,117,algebra_basics
13,692,1,53,algebra_basics
13,693,1,66,linear_equations
13,694,0,97,quadratic_equations
13,695,1,69,linear_equations
13,696,1,100,linear_equations
13,697,1,69,algebra_basics
13,698,1,60,algebra_basics
13,699,1,50,algebra_basics
14,700,1,102,algebra_basics
14,701,1,177,algebra_basics
14,702,1,100,algebra_basics
14,703,1,74,algebra_basics
14,704,1,58,algebra_basics
14,705,1,75,algebra_basics
14,706,0,93,linear_equations
14,707,0,61,linear_equations
14,708,0,138,linear_equations
14,709,1,70,algebra_basics
14,710,0,61,linear_equations
14,711,1,68,linear_equations
14,712,1,63,algebra_basics
14,713,1,50,algebra_basics
14,714,0,72,linear_equations
14,715,1,98,algebra_basics
14,716,0,71,linear_equations
14,717,1,67,linear_equations
14,718,0,94,linear_equations
14,719,1,52,algebra_basics
14,720,1,52,algebra_basics
14,721,1,51,algebra_basics
14,722,1,91,algebra_basics
14,723,1,52,algebra_basics
14,724,1,83,algebra_basics
14,725,0,63,linear_equations
14,726,1,82,algebra_basics
14,727,1,57,algebra_basics
14,728,1,104,linear_equations
14,729,1,173,linear_equations
14,730,1,75,algebra_basics
14,731,0,80,linear_equations
14,732,0,96,linear_equations
14,733,1,72,linear_equations
14,734,1,48,algebra_basics
14,735,1,91,linear_equations
14,736,1,50,algebra_basics
14,737,0,89,quadratic_equations
14,738,0,110,quadratic_equations
14,739,0,79,quadratic_equations
14,740,1,107,algebra_basics
14,741,0,141,quadratic_equations
14,742,1,74,algebra_basics
14,743,0,98,quadratic_equations
14,744,1,59,algebra_basics
14,745,1,51,algebra_basics
14,746,0,82,quadratic_equations
14,747,1,50,algebra_basics
14,748,0,93,quadratic_equations
14,749,0,95,quadratic_equations
15,750,0,64,algebra_basics
15,751,0,52,algebra_basics
15,752,0,62,algebra_basics
15,753,1,50,algebra_basics
15,754,0,59,algebra_basics
15,755,1,70,algebra_basics
15,756,1,54,algebra_basics
15,757,0,49,algebra_basics
15,758,1,61,algebra_basics
15,759,1,54,algebra_basics
15,760,1,104,algebra_basics
15,761,0,92,linear_equations
15,762,0,64,linear_equations
15,763,0,65,linear_equations
15,764,1,82,algebra_basics
15,765,1,63,algebra_basics
15,766,1,56,algebra_basics
15,767,1,52,algebra_basics
15,768,0,68,linear_equations
15,769,1,99,linear_equations
15,770,1,69,linear_equations
15,771,1,128,linear_equations
15,772,0,89,linear_equations
15,773,1,76,linear_equations
15,774,1,166,algebra_basics
15,775,0,76,linear_equations
15,776,0,133,linear_equations
15,777,1,93,linear_equations
15,778,1,48,algebra_basics
15,779,1,69,algebra_basics
15,780,1,64,algebra_basics
15,781,1,48,algebra_basics
15,782,1,60,linear_equations
15,783,0,73,quadratic_equations
15,784,1,65,linear_equations
15,785,1,70,linear_equations
15,786,1,117,linear_equations
15,787,1,126,algebra_basics
15,788,1,74,linear_equations
15,789,0,135,quadratic_equations
15,790,1,67,linear_equations
15,791,1,76,linear_equations
15,792,0,78,quadratic_equations
15,793,1,61,algebra_basics
15,794,0,74,quadratic_equations
15,795,0,101,quadratic_equations
15,796,0,116,quadratic_equations
15,797,0,128,quadratic_equations
15,798,0,119,quadratic_equations
15,799,1,62,linear_equations
16,800,0,53,algebra_basics
16,801,0,65,algebra_basics
16,802,1,49,algebra_basics
16,803,0,60,algebra_basics
16,804,0,96,algebra_basics
16,805,0,91,algebra_basics
16,806,1,85,algebra_basics
16,807,0,48,algebra_basics
16,808,0,126,algebra_basics
16,809,1,78,algebra_basics
16,810,1,75,algebra_basics
16,811,1,58,algebra_basics
16,812,1,58,algebra_basics
16,813,1,56,algebra_basics
16,814,1,49,algebra_basics
16,815,1,69,linear_equations
16,816,1,57,algebra_basics
16,817,1,84,algebra_basics
16,818,1,215,algebra_basics
16,819,0,110,linear_equations
16,820,0,208,linear_equations
16,821,0,75,linear_equations
16,822,1,126,algebra_basics
16,823,1,62,algebra_basics
16,824,1,51,algebra_basics
16,825,1,49,algebra_basics
16,826,1,72,linear_equations
16,827,0,80,linear_equations
16,828,1,56,algebra_basics
16,829,1,48,algebra_basics
16,830,1,68,linear_equations
16,831,1,62,algebra_basics
16,832,0,103,linear_equations
16,833,1,102,linear_equations
16,834,1,112,algebra_basics
16,835,1,95,algebra_basics
16,836,1,57,algebra_basics
16,837,1,49,algebra_basics
16,838,1,69,linear_equations
16,839,1,111,algebra_basics
16,840,1,151,linear_equations
16,841,1,52,algebra_basics
16,842,1,122,linear_equations
16,843,1,83,linear_equations
16,844,1,105,linear_equations
16,845,1,62,linear_equations
16,846,1,86,algebra_basics
16,847,0,80,quadratic_equations
16,848,1,94,linear_equations
16,849,1,59,algebra_basics
17,850,0,63,algebra_basics
17,851,0,52,algebra_basics
17,852,0,69,algebra_basics
17,853,0,125,algebra_basics
17,854,0,55,algebra_basics
17,855,1,97,algebra_basics
17,856,0,51,algebra_basics
17,857,0,80,algebra_basics
17,858,1,49,algebra_basics
17,859,0,49,algebra_basics
17,860,0,78,algebra_basics
17,861,1,49,algebra_basics
17,862,1,53,algebra_basics
17,863,1,54,algebra_basics
17,864,1,87,algebra_basics
17,865,1,55,algebra_basics
17,866,1,48,algebra_basics
17,867,1,67,algebra_basics
17,868,0,71,linear_equations
17,869,1,126,algebra_basics
17,870,0,67,linear_equations
17,871,1,59,algebra_basics
17,872,0,69,linear_equations
17,873,0,82,linear_equations
17,874,0,67,linear_equations
17,875,0,72,linear_equations
17,876,0,172,linear_equations
17,877,0,87,linear_equations
17,878,0,100,linear_equations
17,879,1,48,algebra_basics
17,880,0,63,linear_equations
17,881,1,79,linear_equations
17,882,1,55,algebra_basics
17,883,1,94,algebra_basics
17,884,0,63,linear_equations
17,885,1,77,linear_equations
17,886,1,102,linear_equations
17,887,1,69,linear_equations
17,888,1,53,algebra_basics
17,889,1,94,linear_equations
17,890,1,63,linear_equations
17,891,1,52,algebra_basics
17,892,1,98,linear_equations
17,893,0,82,quadratic_equations
17,894,0,109,quadratic_equations
17,895,1,62,algebra_basics
17,896,1,106,linear_equations
17,897,1,49,algebra_basics
17,898,1,68,linear_equations
17,899,1,92,linear_equations
18,900,0,64,algebra_basics
18,901,0,58,algebra_basics
18,902,0,62,algebra_basics
18,903,1,72,algebra_basics
18,904,1,48,algebra_basics
18,905,1,71,algebra_basics
18,906,1,51,algebra_basics
18,907,1,69,algebra_basics
18,908,1,49,algebra_basics
18,909,0,131,linear_equations
18,910,0,62,linear_equations
18,911,1,98,algebra_basics
18,912,0,106,linear_equations
18,913,1,74,algebra_basics
18,914,1,68,algebra_basics
18,915,1,51,algebra_basics
18,916,1,59,algebra_basics
18,917,0,70,linear_equations
18,918,1,55,algebra_basics
18,919,0,124,linear_equations
18,920,0,72,linear_equations
18,921,0,63,linear_equations
18,922,0,61,linear_equations
18,923,0,83,linear_equations
18,924,0,65,linear_equations
18,925,1,53,algebra_basics
18,926,1,52,algebra_basics
18,927,1,74,algebra_basics
18,928,1,61,algebra_basics
18,929,1,85,algebra_basics
18,930,0,70,linear_equations
18,931,1,49,algebra_basics
18,932,1,54,algebra_basics
18,933,0,87,linear_equations
18,934,1,51,algebra_basics
18,935,0,118,linear_equations
18,936,0,68,linear_equations
18,937,1,88,algebra_basics
18,938,0,72,linear_equations
18,939,0,67,linear_equations
18,940,1,107,algebra_basics
18,941,1,121,linear_equations
18,942,0,75,linear_equations
18,943,0,60,linear_equations
18,944,1,107,algebra_basics
18,945,1,49,algebra_basics
